Player,Hands,Result,RakePaid,FlatRB,winrate,Rbwinrate,Rbeffect,Reg,PlayerType,RBReg,RB_PlayerType
Player 1,298644,2285.47,17668.05,3533.61,0.76528241,1.948500556,1.546119616,1,1,1,1
Player 2,232879,4353.83,14217.46,2843.492,1.869567458,3.090584381,0.653101292,1,1,1,1
Player 3,207342,1398.22,15216.04,3043.208,0.674354448,2.142078305,2.176487248,1,1,1,1
Player 4,183272,5522.98,10412.41,2082.482,3.013542712,4.149822122,0.377057675,1,1,1,1
Player 5,164829,5251.84,10028.26,2005.652,3.186235432,4.403043154,0.381895107,1,1,1,1
Player 6,151340,-4219.88,9521.62,1904.324,-2.788344126,-1.530035681,0.451274444,0,0,0,1
Player 7,135260,-1266.09,8013.54,1602.708,-0.936041697,0.248867367,1.265872095,0,1,1,1
Player 8,121810,619.81,6077.25,1215.45,0.508833429,1.50665791,1.96100418,1,1,1,1
Player 9,116073,7424.76,7549.29,1509.858,6.396629707,7.697412835,0.203354452,1,1,1,1
Player 10,105798,-3341.22,9304.83,1860.966,-3.15811263,-1.399132309,0.556972004,0,0,0,1
Player 11,100012,-5441.75,7927.77,1585.554,-5.441097068,-3.855733312,0.291368402,0,0,0,1
Player 12,96065,2772.77,5535.16,1107.032,2.886347785,4.038725863,0.399251291,1,1,1,1
Player 13,90754,4721.63,6419.24,1283.848,5.202668753,6.617314939,0.271907794,1,1,1,1
Player 14,86538,1525.43,7394.05,1478.81,1.762728512,3.471584737,0.969438126,1,1,1,1
Player 15,79122,-517.63,4876.82,975.364,-0.654217537,0.578516721,1.884288006,0,1,1,1
Player 16,76695,1696.39,5264.79,1052.958,2.21186518,3.584781276,0.620705144,1,1,1,1
Player 17,73433,3146.97,5034.48,1006.896,4.285498345,5.656674792,0.319957292,1,1,1,1
Player 18,71864,2326.6,3929.21,785.842,3.237504175,4.331016921,0.337764119,1,1,1,1
Player 19,68261,3910.44,5196.63,1039.326,5.728659117,7.251235698,0.265782367,1,1,1,1
Player 20,65556,-2377.63,4275.9,855.18,-3.626868631,-2.322365611,0.359677494,0,0,0,1
Player 21,63089,1178.42,3157.23,631.446,1.867869201,2.868750495,0.535841211,1,1,1,1
Player 22,60852,-3250.43,3364.31,672.862,-5.341533557,-4.23579833,0.207007073,0,0,0,1
Player 23,58842,-1210.19,2852.15,570.43,-2.056677203,-1.087250603,0.471355738,0,0,0,1
Player 24,56292,2842.61,3677.06,735.412,5.049758403,6.356182051,0.258710129,1,1,1,1
Player 25,52616,-1696.51,2234.27,446.854,-3.2243234,-2.375049415,0.263396031,0,0,0,1
Player 26,50466,-134.98,2494.44,498.888,-0.267467206,0.721095391,3.696014221,0,1,1,1
Player 27,48721,283.13,3213.46,642.692,0.581125182,1.900252458,2.269953733,1,1,1,1
Player 28,45514,142.67,2417.76,483.552,0.313463989,1.375888738,3.389303991,1,1,1,1
Player 29,43122,368.82,2463.98,492.796,0.855294281,1.998089142,1.336142292,1,1,1,1
Player 30,41035,-116.92,2429.87,485.974,-0.284927501,0.899363958,4.15646596,0,1,1,1
Player 31,39810,24.72,2168.08,433.616,0.062094951,1.151308716,17.54110032,1,1,1,1
Player 32,38196,858.19,1890.62,378.124,2.246805948,3.236763012,0.440606393,1,1,1,1
Player 33,37368,1022.41,2481.5,496.3,2.736057589,4.064199315,0.4854217,1,1,1,1
Player 34,35985,1880.7,2283.69,456.738,5.22634431,6.495589829,0.24285532,1,1,1,1
Player 35,34604,1700.68,2627.84,525.568,4.914691943,6.433499017,0.309034033,1,1,1,1
Player 36,32973,-1486.21,2146.77,429.354,-4.507354502,-3.205216389,0.288891879,0,0,0,1
Player 37,31417,984.99,1733.03,346.606,3.135213419,4.238456886,0.351887837,1,1,1,1
Player 38,30501,-206.97,2077.17,415.434,-0.678567916,0.683466116,2.007218437,0,1,1,1
Player 39,29784,3791.29,2322.39,464.478,12.72928418,14.2887725,0.122511863,1,1,1,1
Player 40,28696,1211.83,1609.98,321.996,4.222992752,5.345086423,0.265710537,1,1,1,1
Player 41,27449,-5070.64,2008.57,401.714,-18.47294983,-17.00945754,0.07922353,0,0,0,1
Player 42,26615,4943.92,2155.35,431.07,18.5756904,20.19534097,0.087191945,1,1,1,1
Player 43,25598,-1855.35,2586.4,517.28,-7.24802719,-5.227244316,0.278804538,0,0,0,1
Player 44,24577,890.9,1461.64,292.328,3.624933881,4.81437116,0.328126614,1,1,1,1
Player 45,23812,-786.11,1133.33,226.666,-3.301318663,-2.34942046,0.288338782,0,0,0,1
Player 46,23142,-749.83,1237.83,247.566,-3.240126178,-2.170356927,0.330162837,0,0,0,1
Player 47,22806,175.65,1649.88,329.976,0.770192055,2.217074454,1.878599486,1,1,1,1
Player 48,22143,1235.52,1711.31,342.262,5.579731744,7.125421126,0.277018583,1,1,1,1
Player 49,21356,-1611.19,1091.47,218.294,-7.544437161,-6.522270088,0.135486193,0,0,0,1
Player 50,20442,-2917.42,1908.61,381.722,-14.27169553,-12.40435378,0.13084232,0,0,0,1
Player 51,19638,-1848.01,1154.89,230.978,-9.410377839,-8.234199002,0.124987419,0,0,0,1
Player 52,18920,-1704.9,1391.09,278.218,-9.011099366,-7.540602537,0.163187284,0,0,0,1
Player 53,18322,-636.06,1451.18,290.236,-3.47156424,-1.887479533,0.456302864,0,0,0,1
Player 54,17657,719.04,1541.71,308.342,4.072265957,5.818553548,0.428824544,1,1,1,1
Player 55,17418,-984.81,1020.62,204.124,-5.653978643,-4.482064531,0.207272469,0,0,0,1
Player 56,16833,-315.37,1112.64,222.528,-1.873522248,-0.551547555,0.705609285,0,0,0,1
Player 57,16451,-862.1,899.23,179.846,-5.240410917,-4.147188621,0.20861385,0,0,0,1
Player 58,15894,-995.13,546.46,109.292,-6.261041903,-5.57341135,0.109826857,0,0,0,1
Player 59,15269,797.23,998.45,199.69,5.221232563,6.529045779,0.250479786,1,1,1,1
Player 60,14919,-546.77,669.03,133.806,-3.664923923,-2.768040753,0.244720815,0,0,0,1
Player 61,14550,-112.81,1008.57,201.714,-0.77532646,0.611024055,1.788086163,0,1,1,1
Player 62,13917,340.85,960.67,192.134,2.449162894,3.82973342,0.563690773,1,1,1,1
Player 63,13515,-1470.95,789.73,157.946,-10.88383278,-9.715160932,0.107376865,0,0,0,1
Player 64,13161,693.25,796.69,159.338,5.26745688,6.478139959,0.229842048,1,1,1,1
Player 65,12889,-1491.6,1112.34,222.468,-11.57265886,-9.846628908,0.149147225,0,0,0,1
Player 66,12438,869.53,1036.72,207.344,6.990914938,8.657935359,0.238455257,1,1,1,1
Player 67,12212,-3283.08,608.17,121.634,-26.88404848,-25.88802817,0.037048747,0,0,0,1
Player 68,11830,-2776.65,1343.94,268.788,-23.47125951,-21.1991716,0.096802982,0,0,0,1
Player 69,11621,296.14,873.35,174.67,2.548317701,4.051372515,0.589822381,1,1,1,1
Player 70,11417,752.51,1126.37,225.274,6.591136025,8.564281335,0.299363464,1,1,1,1
Player 71,11205,897.89,759.6,151.92,8.013297635,9.369120928,0.169196672,1,1,1,1
Player 72,10753,-514.9,567.51,113.502,-4.788431135,-3.732893146,0.220435036,0,0,0,1
Player 73,10505,495.22,696.56,139.312,4.714136126,6.040285578,0.281313356,1,1,1,1
Player 74,10304,320.93,596.41,119.282,3.114615683,4.272243789,0.371676067,1,1,1,1
Player 75,10020,-2169.67,755.52,151.104,-21.65339321,-20.14536926,0.069643771,0,0,0,1
Player 76,9771,-1081.77,981.96,196.392,-11.07123119,-9.06128339,0.181546909,0,0,0,1
Player 77,9556,-143.45,636.27,127.254,-1.501151109,-0.16948514,0.887096549,0,0,0,1
Player 78,9394,-1004.48,652.16,130.432,-10.69278263,-9.304321908,0.129850271,0,0,0,1
Player 79,9277,-1012.38,727.22,145.444,-10.91279508,-9.345003773,0.143665422,0,0,0,1
Player 80,9047,-272.85,641.7,128.34,-3.015916879,-1.59732508,0.470368334,0,0,0,1
Player 81,8910,-1371.81,497.26,99.452,-15.3962963,-14.28011223,0.072496921,0,0,0,1
Player 82,8788,280.37,567.32,113.464,3.190373236,4.481497497,0.404693798,1,1,1,1
Player 83,8518,-51.76,427.6,85.52,-0.607654379,0.396337168,1.652241112,0,1,1,1
Player 84,8316,-1986.4,841.98,168.396,-23.88648389,-21.86151996,0.084774467,0,0,0,1
Player 85,8165,-1054.49,467.74,93.548,-12.91475811,-11.76903858,0.088713975,0,0,0,1
Player 86,7971,693.89,608.09,121.618,8.705181282,10.23093715,0.175269856,1,1,1,1
Player 87,7766,-268.88,409.62,81.924,-3.46227144,-2.407365439,0.304686105,0,0,0,1
Player 88,7647,-142.77,344.89,68.978,-1.867006669,-0.964979731,0.483140716,0,0,0,1
Player 89,7610,-544.22,391.88,78.376,-7.151379763,-6.121471748,0.144015288,0,0,0,1
Player 90,7486,-5888.73,1062.12,212.424,-78.66323804,-75.82562116,0.036072973,0,0,0,1
Player 91,7314,-75.65,385.71,77.142,-1.034317747,0.020399234,1.019722405,0,1,1,1
Player 92,7137,-1026.69,488.87,97.774,-14.38545607,-13.01549671,0.095232251,0,0,0,1
Player 93,7013,1399.97,480.47,96.094,19.96249822,21.33272494,0.068640042,1,1,1,1
Player 94,6926,-1056.97,390.78,78.156,-15.26090095,-14.13245741,0.073943442,0,0,0,1
Player 95,6852,-2212.44,645.72,129.144,-32.28896673,-30.40420315,0.058371753,0,0,0,1
Player 96,6748,-1435.42,333.83,66.766,-21.27178423,-20.28236515,0.046513215,0,0,0,1
Player 97,6671,77.52,402.44,80.488,1.162044671,2.368580423,1.038286894,1,1,1,1
Player 98,6513,-1018.69,439.34,87.868,-15.6408721,-14.29175495,0.086255878,0,0,0,1
Player 99,6421,-1386.69,563,112.6,-21.59616882,-19.84254789,0.081200557,0,0,0,1
Player 100,6293,-690.07,304.91,60.982,-10.96567615,-9.996631177,0.088370745,0,0,0,1
Player 101,6188,-433.8,432.16,86.432,-7.010342599,-5.613574661,0.199243891,0,0,0,1
Player 102,6070,-928.92,297.52,59.504,-15.30345964,-14.3231631,0.064057185,0,0,0,1
Player 103,5963,-1020.29,436.99,87.398,-17.11034714,-15.6446755,0.085659959,0,0,0,1
